"","X","Y","TP","TN","NTU","Sample","Flow"
"1",7676.54166666667,1,0.007,0.41,1.7,"R",0.34
"2",7690.54166666667,1,0.01,0.21,0.9,"R",0.66
"3",7704.54166666667,1,0.014,0.245,1.6,"R",0.48
"4",7718.54166666667,1,0.021,0.245,2.4,"R",0.67
"5",7732.58333333333,1,0.008,0.215,1.3,"R",0.71
"6",7748.58333333333,1,0.13,0.245,1.7,"R",0.34
"7",7761.59375,1,0.012,0.195,2.5,"R",0.3
"8",7774.58333333333,1,0.04,0.305,1.2,"R",0.65
"9",7788.58333333333,1,0.014,0.245,1.4,"R",0.65
"10",7802.58333333333,1,0.015,0.27,2.1,"R",0.72
"11",7816.58333333333,1,0.005,0.265,1.9,"R",2.15
"12",7829.84375,1,0.042,0.71,840,"F",13.97
"13",7830.11458333333,1,0.034,0.46,1000,"F",118.85
"14",7831.58333333333,1,0.11,2.56,140,"R",626.99
"15",7844.58333333333,1,0.027,1.36,7.3,"R",10.41
"16",7858.58333333333,1,0.01,0.74,2.1,"R",3.65
"17",7861.02083333333,1,0.54,2.53,730,"F",13.32
"18",7861.27083333333,1,0.016,0.49,650,"F",59.23
"19",7861.5625,1,0.044,0.78,258,"F",119.23
"20",7873.58333333333,1,0.031,1.73,14.5,"R",20.82
"21",7886.58333333333,1,0.032,1.1,5,"R",7.29
"22",7887.1875,1,0.023,1.23,21,"F",13.68
"23",7900.58333333333,1,0.017,0.99,4.9,"R",8.13
"24",7914.58333333333,1,0.01,0.2,6.4,"R",30.57
"25",7928.58333333333,1,0.057,0.86,6.8,"R",15.58
"26",7942.58333333333,1,0.019,0.5,3.4,"R",14.28
"27",7956.58333333333,1,0.043,0.52,1.6,"R",2.44
"28",7970.54166666667,1,0.014,0.415,1.7,"R",0.95
"29",7984.54166666667,1,0.013,0.485,4.6,"R",1.2
"30",8000.54166666667,1,0.017,0.475,2.4,"R",0.6
"32",8011.54166666667,1,0.034,0.45,4.5,"R",0.36
"33",8016.70833333333,1,0.023,1.65,21,"F",15.36
"34",8019.54166666667,1,0.014,0.325,9.1,"R",9.19
"35",8035.54166666667,1,0.028,0.265,1.5,"R",1.32
"36",8047.54166666667,1,0.019,0.355,12.8,"R",10.79
"37",8061.54166666667,1,0.012,0.355,5.6,"R",5.61
"38",8072.75,1,0.194,1.23,100,"F",13.3
"39",8073.97916666667,1,0.64,1.27,730,"F",58.7
"40",8074.33333333333,1,0.53,1.25,800,"F",117.31
"41",8074.83333333333,1,0.46,0.78,358,"F",332.52
"42",8075.54166666667,1,0.114,1.04,179,"R",282.64
"43",8089.54166666667,1,0.015,0.495,4,"R",5.72
"44",8100.33333333333,1,0.01,0.255,3.9,"F",17.35
"45",8103.58333333333,1,0.029,0.465,4.1,"R",12.51
"46",8117.58333333333,1,0.009,0.54,1.3,"R",2.44
"47",8131.58333333333,1,0.033,0.655,2.9,"R",2.3
"48",8145.58333333333,1,0.006,0.325,1.7,"R",1.87
"49",8159.58333333333,1,0.003,0.275,1.7,"R",2.95
"50",8173.58333333333,1,0.007,0.275,5.8,"R",2.3
"51",8187.58333333333,1,0.004,0.205,2.5,"R",2.59
"52",8201.58333333333,1,0.006,0.205,2.4,"R",1.77
"53",8215.51041666667,1,0.015,0.455,NA,"F",14
"54",8215.58333333333,1,0.015,0.355,8,"R",20.68
"55",8229.58333333333,1,0.012,0.355,3.4,"R",2.79
"56",8257.58333333333,1,0.011,0.305,1.25,"R",2.71
"57",8271.58333333333,1,0.01,0.355,0.76,"R",2.79
"58",8285.58333333333,1,0.018,0.305,0.87,"R",4.87
"59",8299.58333333333,1,0.04,0.305,0.95,"R",3.21
"60",8313.58333333333,1,0.026,0.305,1.06,"R",3.24
"61",8328.45833333333,1,0.01,0.445,1.76,"F",13.48
"62",8328.58333333333,1,0.017,0.74,12.2,"R",52.67
"63",8345.58333333333,1,0.008,0.445,2.66,"R",5.37
"64",8361.58333333333,1,0.011,0.375,1.43,"R",2.13
"65",8376.01041666667,1,0.014,0.35,5.96,"F",13.44
"66",8409.58333333333,1,0.01,0.38,4.01,"R",2.04
"67",8426.58333333333,1,0.008,0.55,2.34,"R",2.22
"68",8441.58333333333,1,0.004,0.39,1.38,"R",0.92
"69",8457.58333333333,1,0.006,0.38,1.53,"R",0.95
"70",8473.58333333333,1,0.005,0.38,2,"R",2.13
"71",8484.78125,1,0.022,0.43,4.13,"F",27.4
"72",8489.58333333333,1,0.026,0.56,40.3,"R",3.01
"73",8505.58333333333,1,0.005,0.25,8.41,"R",0.7
"74",8521.58333333333,1,0.005,0.26,2.94,"R",0.48
"75",8537.58333333333,1,0.001,0.32,2.22,"R",0.4
"76",8553.58333333333,1,0.003,0.2,1.46,"R",0.63
"77",8569.58333333333,1,NA,NA,1.18,"R",1.02
"78",8585.58333333333,1,0.002,0.18,1.18,"R",0.82
"79",8601.58333333333,1,0.004,0.25,1.15,"R",2.45
"80",8610.14583333333,1,0.01,0.28,NA,"F",13.99
"81",8617.58333333333,1,0.002,0.4,1.72,"R",3.29
"82",8633.58333333333,1,0.006,0.29,1.47,"R",2.16
"83",8649.58333333333,1,0.006,0.26,0.91,"R",1.27
"84",8656.17708333333,1,0.02,0.48,NA,"F",13.47
"85",8665.58333333333,1,0.018,0.58,5.97,"R",6.91
"86",8681.58333333333,1,0.019,0.54,5.8,"R",17.8
"87",8697.58333333333,1,0.02,0.52,2,"R",6.6
"88",8713.58333333333,1,0.011,0.51,1.04,"R",0.93
"89",8729.58333333333,1,0.008,0.34,1.17,"R",3.57
"90",8745.58333333333,1,0.004,0.34,1.34,"R",0.57
"91",8756.6875,1,0.008,NA,NA,"F",0.45
"92",8809.58333333333,1,0.017,0.57,4.68,"R",0.03
"93",8839.58333333333,1,0.005,0.36,0.88,"R",2.98
"94",8867.58333333333,1,0.1,1.5,105,NA,0.58
"95",8868.5,1,NA,NA,11.2,"A",48.19
"96",8868.625,1,NA,NA,15.5,"A",57.21
"97",8868.75,1,NA,NA,91.2,"A",83.59
"98",8868.875,1,NA,NA,96.4,"A",120.25
"99",8869,1,NA,NA,182,"A",144.7
"100",8869.125,1,NA,NA,265,"A",149.35
"101",8869.25,1,NA,NA,193,"A",143.39
"102",8869.375,1,NA,NA,164,"A",134.33
"103",8869.5,1,NA,NA,159,"A",125.31
"104",8869.625,1,NA,NA,159,"A",119.79
"105",8869.75,1,NA,NA,85.7,"A",113.16
"106",8869.875,1,NA,NA,63.2,"A",107.69
"107",8870,1,NA,NA,56.1,"A",101.02
"108",8870.125,1,NA,NA,49.8,"A",91.38
"109",8870.25,1,NA,NA,45.3,"A",82.06
"110",8870.375,1,NA,NA,43.5,"A",72.96
"111",8870.5,1,NA,NA,39.3,"A",65.63
"112",8870.625,1,NA,NA,40.2,"A",59.26
"113",8870.75,1,NA,NA,40.8,"A",53.85
"114",8870.875,1,NA,NA,39.3,"A",49.6
"115",8871,1,NA,NA,35.6,"A",47.71
"116",8871.125,1,NA,NA,34.7,"A",53.71
"117",8871.25,1,NA,NA,34,"A",55.05
"118",8871.58333333333,1,0.05,0.82,36.8,NA,48.4
"119",8903.58333333333,1,0.005,0.39,0.54,NA,1.27
"120",8935.58333333333,1,0.005,0.23,1.91,NA,1.64
"121",8985.58333333333,1,0.003,0.24,1.11,NA,0.89
"122",9033.58333333333,1,0.005,0.25,0.71,NA,0.3
"123",9071.58333333333,1,0.003,0.22,0.9,NA,0.11
"124",9112.58333333333,1,0.13,0.35,1.41,NA,0.16
"125",9153.58333333333,1,0.01,0.31,5.4,NA,NA
"127",9196.58333333333,1,0.01,0.33,2.86,NA,10.94
"128",9239.58333333333,1,0.01,0.33,1.17,NA,3.36
"129",9280.58333333333,1,0.02,0.75,8.39,NA,6.8
"130",9323.58333333333,1,0.004,0.23,0.96,NA,2.34
"131",9362.58333333333,1,0.01,0.43,1.23,NA,1.23
"132",9397.58333333333,1,0.14,1.3,241,NA,1.4
"133",9397.95833333333,1,NA,NA,4.19,"A",4.62
"134",9398.08333333333,1,NA,NA,6.77,"A",8.5
"135",9398.20833333333,1,NA,NA,125,"A",336.58
"136",9398.33333333333,1,NA,NA,576,"A",249.92
"137",9398.45833333333,1,NA,NA,372,"A",187.49
"138",9398.58333333333,1,NA,NA,226,"A",284.12
"139",9398.70833333333,1,NA,NA,293,"A",363.61
"140",9398.83333333333,1,NA,NA,267,"A",361.69
"141",9398.95833333333,1,NA,NA,209,"A",315.11
"142",9399.09375,1,NA,NA,211,"A",303.66
"143",9399.21875,1,NA,NA,245,"A",258.6
"144",9399.35416666667,1,NA,NA,197,"A",200.81
"145",9399.47916666667,1,NA,NA,187,"A",162.46
"146",9399.61458333333,1,NA,NA,164,"A",132.09
"147",9399.73958333333,1,NA,NA,133,"A",110.46
"148",9399.86458333333,1,NA,NA,123,"A",94.14
"149",9399.98958333333,1,NA,NA,108,"A",81.43
"150",9400.11458333333,1,NA,NA,103,"A",71.68
"151",9406.58333333333,1,0.02,0.69,7.1,NA,7.71
"152",9446.58333333333,1,0.009,0.6,1.03,NA,1.43
"153",9456.83333333333,1,NA,NA,2.39,"A",4.16
"154",9457.09375,1,NA,NA,1.68,"A",4.71
"155",9457.57291666667,1,NA,NA,2.3,"A",6.6
"156",9491.58333333333,1,0.15,0.38,1.11,NA,1.04
"157",9534.58333333333,1,0.01,0.47,1.64,NA,1.78
"158",9574.58333333333,1,0.009,0.42,2.68,NA,0.69
"159",9616.58333333333,1,0.006,0.36,2.03,NA,0.31
"160",9620.58333333333,1,0.05,0.52,14.5,NA,0.6
"161",9621.19791666667,1,NA,NA,2.11,"A",0.84
"162",9621.32291666667,1,NA,NA,2.03,"A",0.91
"163",9621.44791666667,1,NA,NA,2.9,"A",8.9
"164",9621.57291666667,1,NA,NA,3.03,"A",10.01
"165",9621.69791666667,1,NA,NA,2.65,"A",11.02
"166",9621.82291666667,1,NA,NA,2.73,"A",15.38
"167",9621.94791666667,1,NA,NA,5.09,"A",21.14
"168",9622.07291666667,1,NA,NA,8.69,"A",27.97
"169",9622.19791666667,1,NA,NA,12.2,"A",31.94
"170",9622.32291666667,1,NA,NA,12.6,"A",46.96
"171",9622.44791666667,1,NA,NA,15.4,"A",50.43
"172",9622.57291666667,1,NA,NA,13.3,"A",50.64
"173",9622.69791666667,1,NA,NA,13.1,"A",53.92
"174",9622.82291666667,1,NA,NA,15.1,"A",54.99
"175",9622.94791666667,1,NA,NA,20.9,"A",54.99
"176",9623.07291666667,1,NA,NA,20.6,"A",53.87
"177",9623.19791666667,1,NA,NA,20.3,"A",51.68
"178",9623.32291666667,1,NA,NA,20.9,"A",48.78
"179",9623.44791666667,1,NA,NA,24.7,"A",45.94
"180",9623.58333333333,1,0.03,0.74,NA,NA,42.62
"181",9657.58333333333,1,0.009,0.36,0.73,NA,1.7
"182",9700.58333333333,1,0.006,0.27,0.95,NA,2.72
"183",9704.58333333333,1,0.04,0.41,10.2,NA,2.94
"184",9705.02083333333,1,NA,NA,1.74,"A",5.01
"185",9705.14583333333,1,NA,NA,1.47,"A",5.68
"186",9705.27083333333,1,NA,NA,1.52,"A",5.84
"187",9705.39583333333,1,NA,NA,1.48,"A",6.37
"188",9705.52083333333,1,NA,NA,2.74,"A",8.06
"189",9705.64583333333,1,NA,NA,1.85,"A",9.41
"190",9705.77083333333,1,NA,NA,1.64,"A",10.22
"191",9705.89583333333,1,NA,NA,2.04,"A",10.45
"192",9706.02083333333,1,NA,NA,1.6,"A",10.51
"193",9706.14583333333,1,NA,NA,2.3,"A",13.41
"194",9706.27083333333,1,NA,NA,2.24,"A",14.75
"195",9706.39583333333,1,NA,NA,2.81,"A",14.75
"196",9706.52083333333,1,NA,NA,2.3,"A",14.61
"197",9706.64583333333,1,NA,NA,3.32,"A",14.04
"198",9706.77083333333,1,NA,NA,6.33,"A",13.48
"199",9706.89583333333,1,NA,NA,11.5,"A",13.25
"200",9707.02083333333,1,NA,NA,15.6,"A",13.11
"201",9707.14583333333,1,NA,NA,16.2,"A",13.11
"202",9707.27083333333,1,NA,NA,16.3,"A",13.11
"203",9707.39583333333,1,NA,NA,19.1,"A",13.58
"204",9707.52083333333,1,NA,NA,20.3,"A",13.58
"205",9707.64583333333,1,NA,NA,21.2,"A",13.58
"206",9707.77083333333,1,NA,NA,21.1,"A",13.58
"207",9707.89583333333,1,NA,NA,16.8,"A",13.48
"208",9708.04166666667,1,NA,NA,17.7,"A",18.54
"209",9714.58333333333,1,0.006,0.4,NA,NA,4.8
"210",9739.58333333333,1,0.2,1.52,104,NA,9.59
"211",9739.59375,1,NA,NA,3.13,"A",13.44
"212",9739.71875,1,NA,NA,4.16,"A",27.93
"213",9739.84375,1,NA,NA,4.97,"A",38.15
"214",9739.96875,1,NA,NA,113,"A",245.23
"215",9740.09375,1,NA,NA,164,"A",270.17
"216",9740.21875,1,NA,NA,138,"A",269.71
"217",9740.34375,1,NA,NA,135,"A",263.66
"218",9740.46875,1,NA,NA,149,"A",260.42
"219",9741.58333333333,1,0.06,0.86,23.4,NA,76.88
"222",9742.1875,1,NA,NA,37.2,"A",64.12
"223",9742.35416666667,1,NA,NA,28.1,"A",59.92
"224",9742.52083333333,1,NA,NA,33.6,"A",53.67
"225",9742.6875,1,NA,NA,35.3,"A",48.66
"226",9742.85416666667,1,NA,NA,36.6,"A",44.25
"227",9743.02083333333,1,NA,NA,42.4,"A",39.7
"228",9743.1875,1,NA,NA,38.7,"A",36.72
"229",9743.35416666667,1,NA,NA,33.5,"A",33.9
"230",9743.52083333333,1,NA,NA,26.9,"A",31.5
"231",9743.6875,1,NA,NA,22.2,"A",29.18
"232",9743.85416666667,1,NA,NA,16.3,"A",27.16
"233",9744.02083333333,1,NA,NA,17.5,"A",24.9
"234",9744.1875,1,NA,NA,16.2,"A",23.28
"235",9744.35416666667,1,NA,NA,10.8,"A",22.22
"236",9744.52083333333,1,NA,NA,12.5,"A",20.75
"237",9744.6875,1,NA,NA,10.3,"A",19.51
"238",9744.85416666667,1,NA,NA,9.8,"A",18.27
"239",9745.02083333333,1,NA,NA,10.8,"A",17.35
"240",9745.1875,1,NA,NA,10.4,"A",16.03
"241",9745.35416666667,1,NA,NA,8.52,"A",15.68
"242",9745.52083333333,1,NA,NA,10.9,"A",14.94
"243",9745.6875,1,NA,NA,12,"A",14.32
"244",9745.85416666667,1,NA,NA,9.16,"A",13.52
"245",9748.58333333333,1,0.04,0.79,11.2,NA,8.88
"246",9749.03125,1,NA,NA,11.2,"A",8.22
"247",9784.58333333333,1,0.009,0.51,1.38,NA,3.88
"250",9826.58333333333,1,0.006,0.37,1.24,NA,2.44
"251",9868.58333333333,1,0.007,0.4,0.75,NA,0.07
"252",9891.27083333333,1,NA,NA,4.37,"A",0.34
"253",9891.39583333333,1,NA,NA,1.94,"A",0.34
"254",9891.52083333333,1,NA,NA,2.2,"A",0.34
"255",9891.64583333333,1,NA,NA,1.83,"A",0.33
"256",9891.77083333333,1,NA,NA,2.99,"A",3.75
"257",9891.89583333333,1,NA,NA,1.85,"A",4.97
"258",9892.02083333333,1,NA,NA,2.1,"A",4.89
"259",9892.14583333333,1,NA,NA,1.77,"A",4.29
"260",9892.27083333333,1,NA,NA,1.47,"A",3.79
"261",9904.58333333333,1,0.03,0.36,4.82,NA,0.34
"262",9904.71875,1,NA,NA,8.53,"A",4.06
"263",9904.84375,1,NA,NA,4.59,"A",7.77
"264",9904.96875,1,NA,NA,2.1,"A",7.84
"265",9905.09375,1,NA,NA,1.86,"A",8
"266",9905.21875,1,NA,NA,1.57,"A",7.77
"267",9905.34375,1,NA,NA,2.03,"A",7.21
"268",9905.46875,1,NA,NA,3.34,"A",6.78
"269",9905.59375,1,NA,NA,2.77,"A",6.16
"270",9905.71875,1,NA,NA,3.32,"A",5.7
"271",9905.84375,1,NA,NA,5.35,"A",5.32
"272",9905.96875,1,NA,NA,6.78,"A",5.01
"273",9906.09375,1,NA,NA,8.32,"A",4.33
"274",9906.21875,1,NA,NA,7.41,"A",4.06
"275",9906.34375,1,NA,NA,6.37,"A",3.84
"276",9906.46875,1,NA,NA,8.23,"A",3.56
"277",9906.59375,1,NA,NA,6.72,"A",3.33
"278",9906.71875,1,NA,NA,6.49,"A",3.15
"279",9906.84375,1,NA,NA,7.37,"A",2.93
"280",9906.96875,1,NA,NA,7.5,"A",2.75
"281",9907.09375,1,NA,NA,6.37,"A",2.53
"282",9907.21875,1,NA,NA,6.85,"A",2.45
"283",9907.34375,1,NA,NA,7.6,"A",2.29
"284",9907.46875,1,NA,NA,7.24,"A",2.15
"285",9907.59375,1,NA,NA,4.85,"A",2.08
"286",9908.58333333333,1,0.008,0.22,3.21,NA,1.45
"287",9957.58333333333,1,0.01,0.38,1.54,NA,0.07
"288",9996.58333333333,1,0.03,0.38,1.51,NA,0.03
"289",9998.58333333333,1,0.008,2.16,1.9,NA,0.07
"290",9999.23958333333,1,NA,NA,3.8,"A",0.38
"291",9999.73958333333,1,NA,NA,3.9,"A",0.52
"292",10000.4895833333,1,NA,NA,2,"A",0.55
"293",10001.2395833333,1,NA,NA,2.2,"A",0.53
"294",10001.9895833333,1,NA,NA,2.6,"A",0.53
"295",10035.5833333333,1,0.01,0.24,0.8,NA,0.97
"310",10040.2291666667,1,NA,NA,536,"A",544.04
"311",10040.4791666667,1,NA,NA,418,"A",521.97
"316",10040.7291666667,1,NA,NA,356,"A",407.66
"317",10040.9791666667,1,NA,NA,152,"A",297.36
"318",10041.2291666667,1,NA,NA,260,"A",222.31
"319",10041.4791666667,1,NA,NA,202,"A",168.92
"324",10041.7291666667,1,NA,NA,165,"A",128.79
"325",10041.9791666667,1,NA,NA,118,"A",97.8
"326",10042.2291666667,1,NA,NA,147,"A",77.25
"327",10042.4791666667,1,NA,NA,130,"A",63.64
"330",10042.7291666667,1,NA,NA,86.9,"A",53
"331",10042.8541666667,1,NA,NA,84.6,"A",49.35
"332",10043.1041666667,1,NA,NA,82,"A",43.05
"333",10043.5833333333,1,0.07,1.76,65.6,NA,36.1
"334",10045.5833333333,1,0.06,1.4,NA,NA,19.84
"335",10062.5833333333,1,0.02,0.89,11.1,NA,2.72
"336",10080.5833333333,1,0.02,0.67,3.83,NA,2.17
"337",10112.0104166667,1,NA,NA,20.7,"A",11.59
"338",10121.5833333333,1,0.01,0.59,4.05,NA,2.63
"339",10129.5833333333,1,0.02,4.2,NA,NA,3.83
"340",10129.8020833333,1,NA,NA,11.3,"A",5.88
"341",10129.9270833333,1,NA,NA,8.3,"A",10.43
"342",10130.0520833333,1,NA,NA,9.6,"A",12.13
"343",10130.1770833333,1,NA,NA,11.9,"A",14.41
"344",10130.3020833333,1,NA,NA,8.9,"A",43.18
"345",10130.4270833333,1,NA,NA,8.6,"A",59.44
"346",10130.5520833333,1,NA,NA,12,"A",62.97
"347",10130.6770833333,1,NA,NA,11.7,"A",56.88
"348",10130.8020833333,1,NA,NA,10.8,"A",50.17
"349",10130.9270833333,1,NA,NA,22.2,"A",44.79
"350",10131.0520833333,1,NA,NA,17.1,"A",39.84
"351",10131.1770833333,1,NA,NA,8.6,"A",37.04
"352",10131.3020833333,1,NA,NA,15.9,"A",34.05
"353",10131.4270833333,1,NA,NA,9.8,"A",31.74
"354",10131.5520833333,1,NA,NA,11.7,"A",29.62
"355",10131.6770833333,1,NA,NA,10.7,"A",27.78
"356",10131.9270833333,1,NA,NA,12.5,"A",23.9
"357",10132.0520833333,1,NA,NA,10.8,"A",22.38
"358",10132.1770833333,1,NA,NA,8.6,"A",21.22
"359",10132.3020833333,1,NA,NA,10.1,"A",20.36
"360",10132.4270833333,1,NA,NA,12.4,"A",19.33
"361",10132.5520833333,1,NA,NA,13.9,"A",18.38
"362",10132.6770833333,1,NA,NA,11.1,"A",17.51
"363",10134.5833333333,1,0.02,0.78,NA,NA,12.02
"364",10142.34375,1,NA,NA,8.66,"A",6.32
"365",10142.46875,1,NA,NA,7.28,"A",8.25
"366",10142.59375,1,NA,NA,8,"A",8.79
"367",10142.71875,1,NA,NA,6.62,"A",8.79
"368",10142.84375,1,NA,NA,4.69,"A",8.29
"369",10142.96875,1,NA,NA,4.46,"A",8
"370",10143.09375,1,NA,NA,7.01,"A",8.07
"371",10143.21875,1,NA,NA,5.94,"A",8.22
"372",10143.34375,1,NA,NA,6.24,"A",8.37
"373",10143.46875,1,NA,NA,4.35,"A",8.37
"374",10143.59375,1,NA,NA,8.6,"A",8.3
"375",10143.71875,1,NA,NA,6.79,"A",8.15
"376",10143.96875,1,NA,NA,5.29,"A",7.86
"377",10144.09375,1,NA,NA,4.96,"A",7.64
"378",10144.21875,1,NA,NA,4.54,"A",7.9
"379",10144.34375,1,NA,NA,5.06,"A",8.23
"380",10144.46875,1,NA,NA,6.44,"A",8.23
"381",10144.59375,1,NA,NA,5.97,"A",8.27
"382",10144.71875,1,NA,NA,5.78,"A",8.46
"383",10144.84375,1,NA,NA,7.18,"A",8.54
"384",10144.96875,1,NA,NA,6.9,"A",8.63
"385",10145.5104166667,1,NA,NA,5.75,"A",7.87
"386",10161.5833333333,1,0.01,0.48,1.7,NA,0.9
"389",10370.5833333333,1,0.01,0.3,0.85,NA,2.98
"390",10399.5833333333,1,0.01,0.53,NA,NA,1.23
"391",10406.5833333333,1,0.01,1.19,NA,NA,9.88
"392",10415.5833333333,1,0.01,0.76,5.11,NA,3.18
"393",10432.5833333333,1,0.01,0.64,8.32,NA,14.48
"394",10438.5833333333,1,0.03,1.02,14.6,NA,44.06
"398",10445.5833333333,1,1.25,5.56,663,NA,230.83
"399",10447.5833333333,1,0.08,1.42,92.4,NA,301.77
"400",10451.5833333333,1,0.03,1.4,21.8,NA,35.42
"401",10455.5833333333,1,0.16,1.76,214,NA,416.83
"402",10458.5833333333,1,0.04,1.25,48.6,NA,265.73
"403",10465.5833333333,1,0.07,1.18,39.3,NA,40.13
"404",10482.5833333333,1,0.03,0.88,11.7,NA,9.37
"405",10497.5833333333,1,0.01,0.5,3.4,NA,6.14
"406",10518.5833333333,1,0.04,2.13,12.4,NA,2.96
"407",10519.125,1,NA,NA,13.9,"A",5.71
"408",10519.25,1,NA,NA,7.38,"A",8.91
"409",10519.375,1,NA,NA,12,"A",8.37
"410",10519.5,1,NA,NA,20.5,"A",8.09
"411",10519.625,1,NA,NA,4.82,"A",7.67
"412",10519.75,1,NA,NA,13.4,"A",8.53
"413",10519.875,1,NA,NA,11.8,"A",9.98
"414",10520,1,NA,NA,9.94,"A",9.53
"415",10520.25,1,NA,NA,10.8,"A",8.28
"416",10520.375,1,NA,NA,8.55,"A",11.49
"417",10520.5,1,NA,NA,8.32,"A",12.05
"418",10520.5833333333,1,0.02,1.02,6.4,NA,11.73
"419",10520.625,1,NA,NA,9.9,"A",11.56
"420",10520.75,1,NA,NA,24.6,"A",10.92
"421",10520.875,1,NA,NA,13.9,"A",10.46
"422",10521,1,NA,NA,7.09,"A",9.84
"423",10521.2604166667,1,NA,NA,7.3,"A",14.86
"424",10521.3854166667,1,NA,NA,8.92,"A",25.19
"425",10521.5104166667,1,NA,NA,8.46,"A",24.35
"426",10521.6354166667,1,NA,NA,7.21,"A",23.1
"427",10521.7604166667,1,NA,NA,6.39,"A",21.86
"428",10521.8854166667,1,NA,NA,5.06,"A",20.72
"429",10522.0104166667,1,NA,NA,6.1,"A",19.28
"430",10538.5833333333,1,0.01,0.49,1.67,NA,2.23
"431",10543.5833333333,1,0.02,1.76,11.7,NA,2.41
"432",10543.8125,1,NA,NA,16.2,"A",10.85
"433",10543.9375,1,NA,NA,5.74,"A",10.6
"434",10544.1041666667,1,NA,NA,5.16,"A",15.41
"435",10544.2291666667,1,NA,NA,5.31,"A",14.27
"436",10544.3541666667,1,NA,NA,5.57,"A",13.21
"437",10544.4791666667,1,NA,NA,5.41,"A",15.74
"438",10544.6041666667,1,NA,NA,6.08,"A",22.65
"439",10544.7291666667,1,NA,NA,10.1,"A",24.31
"440",10544.8541666667,1,NA,NA,13.7,"A",26.27
"441",10544.9791666667,1,NA,NA,16,"A",24.72
"442",10545.1041666667,1,NA,NA,11.8,"A",22.8
"443",10545.2291666667,1,NA,NA,9.97,"A",20.42
"444",10545.3541666667,1,NA,NA,10.1,"A",18.62
"445",10545.4791666667,1,NA,NA,13,"A",16.95
